backend,env,model,size,params,test,t/s
vulkan,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics (RADV GFX1150)","Vulkan","models/gguf/Qwen3-4B-Instruct-2507-Q4_0.gguf","qwen3 4B Q4_0","2363590144","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-23T01:48:26Z","849283761","2378550","602.864081","1.686362"
vulkan,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics (RADV GFX1150)","Vulkan","models/gguf/Qwen3-4B-Instruct-2507-Q4_0.gguf","qwen3 4B Q4_0","2363590144","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-23T01:48:29Z","3913113653","17234613","32.710948","0.144386"
vulkan,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics (RADV GFX1150)","Vulkan","models/gguf/Qwen3-4B-Instruct-2507-Q4_0.gguf","qwen3 4B Q4_0","2363590144","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-23T01:48:41Z","774043044","3239890","661.469662","2.773943"
vulkan,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics (RADV GFX1150)","Vulkan","models/gguf/Qwen3-4B-Instruct-2507-Q4_0.gguf","qwen3 4B Q4_0","2363590144","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-23T01:48:44Z","3820770432","9145255","33.501225","0.080096"
vulkan,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics (RADV GFX1150)","Vulkan","models/gguf/Qwen3-4B-Instruct-2507-Q4_K_M.gguf","qwen3 4B Q4_K - Medium","2491323904","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-23T01:48:57Z","880527324","1138510","581.470394","0.751883"
vulkan,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics (RADV GFX1150)","Vulkan","models/gguf/Qwen3-4B-Instruct-2507-Q4_K_M.gguf","qwen3 4B Q4_K - Medium","2491323904","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-23T01:49:01Z","4074761241","16662464","31.413233","0.128396"
vulkan,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics (RADV GFX1150)","Vulkan","models/gguf/Qwen3-4B-Instruct-2507-Q4_K_M.gguf","qwen3 4B Q4_K - Medium","2491323904","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-23T01:49:13Z","797075100","1691867","642.350434","1.362334"
vulkan,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics (RADV GFX1150)","Vulkan","models/gguf/Qwen3-4B-Instruct-2507-Q4_K_M.gguf","qwen3 4B Q4_K - Medium","2491323904","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-23T01:49:17Z","3994978478","11770510","32.040408","0.094473"
rocm,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics","ROCm","models/gguf/Qwen3-4B-Instruct-2507-Q4_0.gguf","qwen3 4B Q4_0","2363590144","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-23T01:49:32Z","748907514","71346367","687.606024","62.091161"
rocm,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics","ROCm","models/gguf/Qwen3-4B-Instruct-2507-Q4_0.gguf","qwen3 4B Q4_0","2363590144","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-23T01:49:35Z","5730917403","33805005","22.335509","0.131305"
rocm,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics","ROCm","models/gguf/Qwen3-4B-Instruct-2507-Q4_0.gguf","qwen3 4B Q4_0","2363590144","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-23T01:49:53Z","590618060","32942703","868.633908","46.939443"
rocm,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics","ROCm","models/gguf/Qwen3-4B-Instruct-2507-Q4_0.gguf","qwen3 4B Q4_0","2363590144","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-23T01:49:55Z","5163457592","81593538","24.793734","0.393327"
rocm,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics","ROCm","models/gguf/Qwen3-4B-Instruct-2507-Q4_K_M.gguf","qwen3 4B Q4_K - Medium","2491323904","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-23T01:50:13Z","839097101","55651559","611.908452","39.099326"
rocm,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics","ROCm","models/gguf/Qwen3-4B-Instruct-2507-Q4_K_M.gguf","qwen3 4B Q4_K - Medium","2491323904","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-23T01:50:16Z","6253312002","94745848","20.472261","0.307665"
rocm,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics","ROCm","models/gguf/Qwen3-4B-Instruct-2507-Q4_K_M.gguf","qwen3 4B Q4_K - Medium","2491323904","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-23T01:50:35Z","728032670","36057253","704.385854","33.943247"
rocm,baseline,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics","ROCm","models/gguf/Qwen3-4B-Instruct-2507-Q4_K_M.gguf","qwen3 4B Q4_K - Medium","2491323904","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-23T01:50:38Z","5740891599","30516050","22.296607","0.118158"
vulkan,nogttspill,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics (RADV GFX1150)","Vulkan","models/gguf/Qwen3-4B-Instruct-2507-Q4_0.gguf","qwen3 4B Q4_0","2363590144","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-23T01:50:58Z","851587254","983441","601.230764","0.694421"
vulkan,nogttspill,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics (RADV GFX1150)","Vulkan","models/gguf/Qwen3-4B-Instruct-2507-Q4_0.gguf","qwen3 4B Q4_0","2363590144","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","0","auto","0.00","none","1","0","0","0","0","0","0","0","128","0","2026-05-23T01:51:01Z","3868785512","8363221","33.085421","0.071542"
vulkan,nogttspill,"4f0e43da6","9282","AMD Ryzen AI 9 HX 370 w/ Radeon 890M","AMD Radeon 890M Graphics (RADV GFX1150)","Vulkan","models/gguf/Qwen3-4B-Instruct-2507-Q4_0.gguf","qwen3 4B Q4_0","2363590144","4022468096","2048","512","12","0x0","0","50","f16","f16","99","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","0","2026-05-23T01:51:13Z","769769336","1544312","665.136102","1.335800"
